# PLZ;Ort;Kanton
# Quelle: GeoNames Postal Codes (download.geonames.org/export/zip/CH.zip), Lizenz CC BY 4.0.
# Eine Zeile je PLZ; geladen von PlzVerzeichnis. Nicht von Hand editieren.
6571;Indemini;TI
6572;Quartino;TI
6573;Magadino;TI
6574;Vira (Gambarogno);TI
6575;S. Nazzaro;TI
6576;Gerra (Gambarogno);TI
6577;Ranzo;TI
6578;Caviano;TI
6579;Piazzogna;TI
6582;Pianezzo;TI
6583;S. Antonio (Val Morobbia);TI
6584;Carena;TI
6592;S. Antonino;TI
6593;Cadenazzo;TI
6594;Contone;TI
6595;Riazzino;TI
6596;Gordola;TI
6597;Agarone;TI
6598;Tenero;TI
6599;Robasacco;TI
6600;Locarno;TI
6601;Locarno;TI
6602;Muralto;TI
6604;Locarno;TI
6605;Locarno;TI
6611;Mosogno;TI
6612;Ascona;TI
6613;Porto Ronco;TI
6614;Brissago;TI
6616;Losone;TI
6618;Arcegno;TI
6622;Ronco sopra Ascona;TI
6631;Corippo;TI
6632;Vogorno;TI
6633;Lavertezzo;TI
6634;Brione (Verzasca);TI
6635;Gerra (Verzasca);TI
6636;Frasco;TI
6637;Sonogno;TI
6644;Orselina;TI
6645;Brione sopra Minusio;TI
6646;Contra;TI
6647;Mergoscia;TI
6648;Minusio;TI
6652;Tegna;TI
6653;Verscio;TI
6654;Cavigliano;TI
6655;Intragna;TI
6656;Golino;TI
6657;Palagnedra;TI
6658;Borgnone;TI
6659;Moneto;TI
6661;Loco;TI
6662;Russo;TI
6663;Spruga;TI
6664;Vergeletto;TI
6670;Avegno;TI
6672;Gordevio;TI
6673;Maggia;TI
6674;Riveo;TI
6675;Cevio;TI
6676;Bignasco;TI
6677;Moghegno;TI
6678;Coglio;TI
6682;Linescio;TI
6683;Niva (Vallemaggia);TI
6684;Campo (Vallemaggia);TI
6685;Bosco/Gurin;TI
6690;S. Carlo (Val Bavona);TI
6692;Menzonio;TI
6693;Broglio;TI
6694;Prato-Sornico;TI
6695;Peccia;TI
6696;Fusio;TI
6702;Claro;TI
6703;Osogna;TI
6705;Cresciano;TI
6707;Iragna;TI
6710;Biasca Stazione;TI
6713;Malvaglia;TI
6714;Semione;TI
6715;Dongio;TI
6716;Lottigna;TI
6717;Dangio;TI
6718;Olivone;TI
6719;Aquila;TI
6720;Ghirone;TI
6721;Ludiano;TI
6722;Corzoneso;TI
6723;Castro;TI
6724;Ponto Valentino;TI
6742;Pollegio;TI
6743;Bodio TI;TI
6744;Personico;TI
6745;Giornico;TI
6746;Lavorgo;TI
6747;Chironico;TI
6748;Anzonico;TI
6749;Cavagnago;TI
6760;Carì;TI
6763;Osco;TI
6764;Chiggiogna;TI
6772;Rodi-Fiesso;TI
6773;Prato (Leventina);TI
6774;Dalpe;TI
6775;Ambrì;TI
6776;Piotta;TI
6777;Varenzo;TI
6780;Airolo;TI
6781;Villa Bedretto;TI
6802;Rivera;TI
6803;Camignolo;TI
6804;Bironico;TI
6805;Mezzovico;TI
6806;Sigirino;TI
6807;Taverne;TI
6808;Torricella;TI
6809;Medeglia;TI
6810;Isone;TI
6814;Lamone;TI
6815;Melide;TI
6816;Bissone;TI
6817;Maroggia;TI
6818;Melano;TI
6821;Rovio;TI
6822;Arogno;TI
6823;Pugerna;TI
6825;Capolago;TI
6826;Riva San Vitale;TI
6827;Brusino Arsizio;TI
6828;Balerna;TI
6830;Chiasso;TI
6832;Seseglio;TI
6833;Vacallo;TI
6834;Morbio Inferiore;TI
6835;Morbio Superiore;TI
6836;Serfontana;TI
6837;Bruzella;TI
6838;Cabbio;TI
6839;Sagno;TI
6850;Mendrisio;TI
6852;Genestrerio;TI
6853;Ligornetto;TI
6854;S. Pietro;TI
6855;Stabio;TI
6862;Rancate;TI
6863;Besazio;TI
6864;Arzo;TI
6865;Tremona;TI
6866;Meride;TI
6867;Serpiano;TI
6872;Somazzo;TI
6873;Corteglia;TI
6874;Castel San Pietro;TI
6875;Campora;TI
6877;Coldrerio;TI
6883;Novazzano;TI
6900;Massagno;TI
6901;Lugano;TI
6902;Lugano 2 Caselle;TI
6903;Lugano;TI
6904;Lugano 4 Caselle;TI
6906;Lugano 6 Cassarate Caselle;TI
6907;Lugano 7 Caselle;TI
6908;Massagno Caselle;TI
6912;Pazzallo;TI
6913;Carabbia;TI
6914;Carona;TI
6915;Pambio-Noranco;TI
6916;Grancia;TI
6917;Barbengo;TI
6918;Figino;TI
6919;Carabietta;TI
6921;Vico Morcote;TI
6922;Morcote;TI
6924;Sorengo;TI
6925;Gentilino;TI
6926;Montagnola;TI
6927;Agra;TI
6928;Manno;TI
6929;Gravesano;TI
6930;Bedano;TI
6932;Breganzona;TI
6933;Muzzano;TI
6934;Bioggio;TI
6935;Bosco Luganese;TI
6936;Cademario;TI
6937;Breno;TI
6938;Vezio;TI
6939;Mugena;TI
6942;Savosa;TI
6943;Vezia;TI
6944;Cureglia;TI
6945;Origlio;TI
6946;Ponte Capriasca;TI
6947;Vaglio;TI
6948;Porza;TI
6949;Comano;TI
6950;Tesserete;TI
6951;Cozzo;TI
6952;Canobbio;TI
6953;Lugaggia;TI
6954;Sala Capriasca;TI
6955;Cagiallo;TI
6956;Lopagno;TI
6957;Roveredo TI;TI
6958;Bidogno;TI
6959;Piandera Paese;TI
6960;Odogno;TI
6962;Viganello;TI
6963;Cureggia;TI
6964;Davesco-Soragno;TI
6965;Cadro;TI
6966;Villa Luganese;TI
6967;Dino;TI
6968;Sonvico;TI
6974;Aldesago;TI
6976;Castagnola;TI
6977;Ruvigliana;TI
6978;Gandria;TI
6979;Brè sopra Lugano;TI
6980;Castelrotto;TI
6981;Beride di Bedigliora;TI
6982;Agno;TI
6983;Magliaso;TI
6984;Pura;TI
6986;Miglieglia;TI
6987;Caslano;TI
6988;Ponte Tresa;TI
6989;Purasca;TI
6990;Cassina d'Agno;TI
6991;Neggio;TI
6992;Vernate;TI
6993;Iseo;TI
6994;Aranno;TI
6995;Molinazzo di Monteggio;TI
6997;Sessa;TI
6998;Monteggio;TI
6999;Astano;TI
7000;Chur;GR
7001;Chur;GR
7004;Chur;GR
7006;Chur;GR
7007;Chur;GR
7012;Felsberg;GR
7013;Domat/Ems;GR
7014;Trin;GR
7015;Tamins;GR
7016;Trin Mulin;GR
7017;Flims Dorf;GR
7018;Flims Waldhaus;GR
7019;Fidaz;GR
7023;Haldenstein;GR
7026;Maladers;GR
7027;Lüen;GR
7028;Pagig;GR
7029;Peist;GR
7031;Laax GR;GR
7032;Laax GR 2;GR
7050;Arosa;GR
7056;Molinis;GR
7057;Langwies;GR
7058;Litzirüti;GR
7062;Passugg;GR
7063;Praden;GR
7064;Tschiertschen;GR
7074;Malix;GR
7075;Churwalden;GR
7076;Parpan;GR
7077;Valbella;GR
7078;Lenzerheide/Lai;GR
7082;Vaz/Obervaz;GR
7083;Lantsch/Lenz;GR
7084;Brienz/Brinzauls GR;GR
7104;Versam;GR
7106;Tenna;GR
7107;Safien Platz;GR
7109;Thalkirch;GR
7110;Peiden;GR
7111;Pitasch;GR
7112;Duvin;GR
7113;Camuns;GR
7114;Uors (Lumnezia);GR
7115;Surcasti;GR
7116;St. Martin (Lugnez);GR
7122;Valendas;GR
7126;Castrisch;GR
7127;Sevgein;GR
7128;Riein;GR
7130;Ilanz;GR
7132;Vals;GR
7134;Obersaxen;GR
7137;Flond;GR
7138;Surcuolm;GR
7141;Luven;GR
7142;Cumbel;GR
7143;Morissen;GR
7144;Vella;GR
7145;Degen;GR
7146;Vattiz;GR
7147;Vignogn;GR
7148;Lumbrein;GR
7149;Vrin;GR
7151;Schluein;GR
7152;Sagogn;GR
7153;Falera;GR
7154;Ruschein;GR
7155;Ladir;GR
7156;Rueun;GR
7157;Siat;GR
7158;Waltensburg/Vuorz;GR
7159;Andiast;GR
7162;Tavanasa;GR
7163;Danis;GR
7164;Dardin;GR
7165;Breil/Brigels;GR
7166;Trun;GR
7167;Zignau;GR
7168;Schlans;GR
7172;Rabius;GR
7173;Surrein;GR
7174;S. Benedetg;GR
7175;Sumvitg;GR
7176;Cumpadials;GR
7180;Disentis/Mustér;GR
7182;Cavardiras;GR
7183;Mumpé Medel;GR
7184;Curaglia;GR
7185;Platta;GR
7186;Segnas;GR
7187;Camischolas;GR
7188;Sedrun;GR
7189;Rueras;GR
7202;Says;GR
7203;Trimmis;GR
7204;Untervaz;GR
7205;Zizers;GR
7206;Igis;GR
7208;Malans GR;GR
7212;Seewis Dorf;GR
7213;Valzeina;GR
7214;Grüsch;GR
7215;Fanas;GR
7220;Schiers;GR
7222;Lunden;GR
7223;Buchen im Prättigau;GR
7224;Putz;GR
7226;Fajauna;GR
7228;Schuders;GR
7231;Pragg-Jenaz;GR
7232;Furna;GR
7233;Jenaz;GR
7235;Fideris;GR
7240;Küblis;GR
7241;Conters im Prättigau;GR
7242;Luzein;GR
7243;Pany;GR
7244;Gadenstätt;GR
7245;Ascharina;GR
7246;St. Antönien;GR
7247;Saas im Prättigau;GR
7249;Serneus;GR
7250;Klosters;GR
7252;Klosters Dorf;GR
7260;Davos Dorf;GR
7265;Davos Wolfgang;GR
7270;Davos Platz;GR
7272;Davos Clavadel;GR
7276;Davos Frauenkirch;GR
7277;Davos Glaris;GR
7278;Davos Monstein;GR
7302;Landquart;GR
7303;Mastrils;GR
7304;Maienfeld;GR
7306;Fläsch;GR
7307;Jenins;GR
7310;Bad Ragaz;SG
7312;Pfäfers;SG
7313;St. Margrethenberg;SG
7314;Vadura;SG
7315;Vättis;SG
7317;Valens;SG
7320;Sargans;SG
7323;Wangs;SG
7324;Vilters;SG
7325;Schwendi im Weisstannental;SG
7326;Weisstannen;SG
7402;Bonaduz;GR
7403;Rhäzüns;GR
7404;Feldis/Veulden;GR
7405;Rothenbrunnen;GR
7407;Trans;GR
7408;Realta;GR
7411;Sils im Domleschg;GR
7412;Scharans;GR
7413;Fürstenaubruck;GR
7414;Fürstenau;GR
7415;Pratval;GR
7416;Almens;GR
7417;Paspels;GR
7418;Tumegl/Tomils;GR
7419;Scheid;GR
7421;Summaprada;GR
7422;Tartar;GR
7423;Portein;GR
7424;Dalin;GR
7425;Masein;GR
7426;Flerden;GR
7427;Urmein;GR
7428;Tschappina;GR
7430;Thusis;GR
7431;Obermutten;GR
7432;Zillis;GR
7433;Wergenstein;GR
7434;Sufers;GR
7435;Splügen;GR
7436;Medels im Rheinwald;GR
7437;Nufenen;GR
7438;Hinterrhein;GR
7440;Andeer;GR
7442;Clugin;GR
7443;Pignia;GR
7444;Ausserferrera;GR
7445;Innerferrera;GR
7446;Campsut-Cröt;GR
7447;Cresta (Avers);GR
7448;Juf;GR
7450;Tiefencastel;GR
7451;Alvaschein;GR
7452;Cunter;GR
7453;Tinizong;GR
7454;Rona;GR
7455;Mulegns;GR
7456;Sur;GR
7457;Bivio;GR
7458;Mon;GR
7459;Stierva;GR
7460;Savognin;GR
7462;Salouf;GR
7463;Riom;GR
7464;Parsonz;GR
7472;Surava;GR
7473;Alvaneu Bad;GR
7477;Filisur;GR
7482;Stugl/Stuls;GR
7484;Latsch;GR
7492;Alvaneu Dorf;GR
7493;Schmitten (Albula);GR
7494;Davos Wiesen;GR
7500;St. Moritz;GR
7502;Bever;GR
7503;Samedan;GR
7504;Pontresina;GR
7505;Celerina/Schlarigna;GR
7512;Champfèr;GR
7513;Silvaplana;GR
7514;Sils/Segl Maria;GR
7515;Sils/Segl Baselgia;GR
7516;Maloja;GR
7517;Plaun da Lej;GR
7522;La Punt Chamues-ch;GR
7523;Madulain;GR
7524;Zuoz;GR
7525;S-chanf;GR
7526;Cinuos-chel;GR
7527;Brail;GR
7530;Zernez;GR
7532;Tschierv;GR
7533;Fuldera;GR
7534;Lü;GR
7535;Valchava;GR
7536;Sta. Maria Val Müstair;GR
7537;Müstair;GR
7542;Susch;GR
7543;Lavin;GR
7545;Guarda;GR
7546;Ardez;GR
7550;Scuol;GR
7551;Ftan;GR
7552;Vulpera;GR
7553;Tarasp;GR
7554;Sent;GR
7556;Ramosch;GR
7557;Vnà;GR
7558;Strada;GR
7559;Tschlin;GR
7560;Martina;GR
7562;Samnaun-Compatsch;GR
7563;Samnaun Dorf;GR
7602;Casaccia;GR
7603;Vicosoprano;GR
7604;Borgonovo;GR
7605;Stampa;GR
7606;Promontogno;GR
7608;Castasegna;GR
7610;Soglio;GR
7710;Ospizio Bernina;GR
7741;S. Carlo (Poschiavo);GR
7742;Sfazù;GR
7743;Brusio;GR
7744;Campocologno;GR
7745;Li Curt;GR
7746;Le Prese;GR
7747;Viano;GR
7748;Campascio;GR
8000;Zürich;ZH
8001;Zürich;ZH
8002;Zürich;ZH
8003;Zürich;ZH
8004;Zürich;ZH
8005;Zürich;ZH
8006;Zürich;ZH
8008;Zürich;ZH
8010;Zürich;ZH
8011;Zürich Mülligen SC;ZH
8012;Zürich;ZH
8017;Zürich;ZH
8018;Zürich PF;ZH
8021;Zürich 1;ZH
8022;Zürich;ZH
8024;Zürich;ZH
8027;Zürich;ZH
8031;Zürich;ZH
8032;Zürich;ZH
8034;Zürich;ZH
8036;Zürich;ZH
8037;Zürich;ZH
8038;Zürich;ZH
8040;Zürich;ZH
8041;Zürich;ZH
8042;Zürich;ZH
8044;Gockhausen;ZH
8045;Zürich;ZH
8046;Zürich;ZH
8047;Zürich;ZH
8048;Zürich;ZH
8049;Zürich;ZH
8050;Zürich;ZH
8051;Zürich;ZH
8052;Zürich;ZH
8053;Zürich;ZH
8055;Zürich;ZH
8057;Zürich;ZH
8058;Zürich;ZH
8060;Zürich;ZH
8063;Zürich;ZH
8064;Zürich;ZH
8070;Zürich;ZH
8071;Zürich CS PZ;ZH
8074;Zürich Voice Publishing;ZH
8075;Zürich;ZH
8080;Zürich 80;ZH
8081;Zürich Helsana;ZH
8085;Zürich Versich.;ZH
8086;Zürich R Digest;ZH
8087;Zürich;ZH
8088;Zürich;ZH
8090;Zürich;ZH
8091;Zürich;ZH
8092;Zürich ETH-Zentrum;ZH
8093;Zürich ETH-Hönggerberg;ZH
8096;Zürich IBRS local;ZH
8098;Zürich;ZH
8099;Zürich;ZH
8102;Oberengstringen;ZH
8103;Unterengstringen;ZH
8104;Weiningen ZH;ZH
8105;Regensdorf;ZH
8106;Adlikon b. Regensdorf;ZH
8107;Buchs ZH;ZH
8108;Dällikon;ZH
8109;Kloster Fahr;AG
8112;Otelfingen;ZH
8113;Boppelsen;ZH
8114;Dänikon ZH;ZH
8115;Hüttikon;ZH
8117;Fällanden;ZH
8118;Pfaffhausen;ZH
8121;Benglen;ZH
8122;Binz;ZH
8123;Ebmatingen;ZH
8124;Maur;ZH
8125;Zollikerberg;ZH
8126;Zumikon;ZH
8127;Forch;ZH
8132;Egg b. Zürich;ZH
8133;Esslingen;ZH
8134;Adliswil;ZH
8135;Sihlbrugg Station;ZH
8136;Gattikon;ZH
8142;Uitikon Waldegg;ZH
8143;Uetliberg;ZH
8152;Glattpark (Opfikon);ZH
8153;Rümlang;ZH
8154;Oberglatt ZH;ZH
8155;Nassenwil;ZH
8156;Oberhasli;ZH
8157;Dielsdorf;ZH
8158;Regensberg;ZH
8162;Sünikon;ZH
8164;Bachs;ZH
8165;Schöfflisdorf;ZH
8166;Niederweningen;ZH
8172;Niederglatt ZH;ZH
8173;Neerach;ZH
8174;Stadel b. Niederglatt;ZH
8175;Windlach;ZH
8180;Bülach;ZH
8181;Höri;ZH
8182;Hochfelden;ZH
8184;Bachenbülach;ZH
8185;Winkel;ZH
8187;Weiach;ZH
8192;Glattfelden;ZH
8193;Eglisau;ZH
8194;Hüntwangen;ZH
8195;Wasterkingen;ZH
8196;Wil ZH;ZH
8197;Rafz;ZH
8200;Schaffhausen;SH
8201;Schaffhausen;SH
8203;Schaffhausen;SH
8207;Schaffhausen;SH
8208;Schaffhausen;SH
8212;Neuhausen am Rheinfall;SH
8213;Neunkirch;SH
8214;Gächlingen;SH
8215;Hallau;SH
8216;Oberhallau;SH
8217;Wilchingen;SH
8218;Osterfingen;SH
8219;Trasadingen;SH
8222;Beringen;SH
8223;Guntmadingen;SH
8224;Löhningen;SH
8225;Siblingen;SH
8226;Schleitheim;SH
8228;Beggingen;SH
8231;Hemmental;SH
8232;Merishausen;SH
8233;Bargen SH;SH
8234;Stetten SH;SH
8235;Lohn SH;SH
8236;Opfertshofen SH;SH
8239;Dörflingen;SH
8240;Thayngen;SH
8241;Barzheim;SH
8242;Hofen SH;SH
8243;Altdorf SH;SH
8245;Feuerthalen;ZH
8246;Langwiesen;ZH
8247;Flurlingen;ZH
8248;Uhwiesen;ZH
8252;Schlatt TG;TG
8253;Diessenhofen;TG
8254;Basadingen;TG
8255;Schlattingen;TG
8259;Kaltenbach;TG
8260;Stein am Rhein;SH
8261;Hemishofen;SH
8262;Ramsen;SH
8263;Buch SH;SH
8264;Eschenz;TG
8265;Mammern;TG
8266;Steckborn;TG
8267;Berlingen;TG
8268;Mannenbach-Salenstein;TG
8269;Fruthwilen;TG
8272;Ermatingen;TG
8273;Triboltingen;TG
8274;Gottlieben;TG
8280;Kreuzlingen;TG
8285;Kreuzlingen Ifolor;TG
8302;Kloten;ZH
8303;Bassersdorf;ZH
8304;Wallisellen;ZH
8305;Dietlikon;ZH
8306;Brüttisellen;ZH
8307;Ottikon b. Kemptthal;ZH
8308;Illnau;ZH
8309;Nürensdorf;ZH
8310;Kemptthal;ZH
8311;Brütten;ZH
8312;Winterberg ZH;ZH
8314;Kyburg;ZH
8315;Lindau;ZH
8317;Tagelswangen;ZH
8320;Fehraltorf;ZH
8322;Gündisau;ZH
8330;Pfäffikon ZH;ZH
8331;Auslikon;ZH
8332;Russikon;ZH
8335;Hittnau;ZH
8340;Hinwil;ZH
8342;Wernetshausen;ZH
8344;Bäretswil;ZH
8345;Adetswil;ZH
8352;Elsau;ZH
8353;Elgg;ZH
8354;Hofstetten ZH;ZH
8355;Aadorf;TG
8356;Ettenhausen TG;TG
8357;Guntershausen b. Aadorf;TG
8360;Eschlikon TG;TG
8362;Balterswil;TG
8363;Bichelsee;TG
8370;Sirnach;TG
8371;Busswil TG;TG
8372;Wiezikon b. Sirnach;TG
8374;Oberwangen TG;TG
8376;Fischingen;TG
8400;Winterthur;ZH
8401;Winterthur;ZH
8403;Winterthur;ZH
8404;Stadel (Winterthur);ZH
8405;Winterthur;ZH
8406;Winterthur;ZH
8408;Winterthur;ZH
8409;Winterthur;ZH
8412;Aesch (Neftenbach);ZH
8413;Neftenbach;ZH
8414;Buch am Irchel;ZH
8415;Berg am Irchel;ZH
8416;Flaach;ZH
8418;Schlatt ZH;ZH
8421;Dättlikon;ZH
8422;Pfungen;ZH
8424;Embrach;ZH
8425;Oberembrach;ZH
8426;Lufingen;ZH
8427;Freienstein;ZH
8428;Teufen ZH;ZH
8442;Hettlingen;ZH
8444;Henggart;ZH
8447;Dachsen;ZH
8450;Andelfingen;ZH
8451;Kleinandelfingen;ZH
8452;Adlikon b. Andelfingen;ZH
8453;Alten;ZH
8454;Buchberg;SH
8455;Rüdlingen;SH
8457;Humlikon;ZH
8458;Dorf;ZH
8459;Volken;ZH
8460;Marthalen;ZH
8461;Oerlingen;ZH
8462;Rheinau;ZH
8463;Benken ZH;ZH
8464;Ellikon am Rhein;ZH
8465;Rudolfingen;ZH
8466;Trüllikon;ZH
8467;Truttikon;ZH
8468;Waltalingen;ZH
8471;Dägerlen;ZH
8472;Seuzach;ZH
8474;Dinhard;ZH
8475;Ossingen;ZH
8476;Unterstammheim;ZH
8477;Oberstammheim;ZH
8478;Thalheim an der Thur;ZH
8479;Altikon;ZH
8482;Sennhof (Winterthur);ZH
8483;Kollbrunn;ZH
8484;Theilingen;ZH
8486;Rikon im Tösstal;ZH
8487;Zell ZH;ZH
8488;Turbenthal;ZH
8489;Wildberg;ZH
8492;Wila;ZH
8493;Saland;ZH
8494;Bauma;ZH
8495;Schmidrüti;ZH
8496;Steg im Tösstal;ZH
8497;Fischenthal;ZH
8498;Gibswil;ZH
8499;Sternenberg;ZH
8500;Frauenfeld;TG
8501;Frauenfeld;TG
8502;Frauenfeld;TG
8503;Frauenfeld;TG
8505;Dettighofen;TG
8506;Lanzenneunforn;TG
8507;Hörhausen;TG
8508;Homburg;TG
8509;Frauenfeld;TG
8510;Frauenfeld Kant. Verwaltung;TG
8512;Lustdorf;TG
8514;Amlikon-Bissegg;TG
8522;Aawangen;TG
8523;Hagenbuch ZH;ZH
8524;Uesslingen;TG
8525;Niederneunforn;TG
8526;Oberneunforn;TG
8532;Weiningen TG;TG
8535;Herdern;TG
8536;Hüttwilen;TG
8537;Uerschhausen;TG
8542;Wiesendangen;ZH
8543;Kefikon ZH;ZH
8544;Attikon;ZH
8545;Rickenbach Sulz;ZH
8546;Kefikon TG;TG
8547;Gachnang;TG
8548;Ellikon an der Thur;ZH
8552;Felben-Wellhausen;TG
8553;Harenwilen;TG
8554;Bonau;TG
8555;Müllheim Dorf;TG
8556;Engwang;TG
8558;Raperswilen;TG
8560;Märstetten;TG
8561;Ottoberg;TG
8564;Wäldi;TG
8565;Hugelshofen;TG
8566;Neuwilen;TG
8570;Weinfelden;TG
8572;Andhausen;TG
8573;Siegershausen;TG
8574;Illighausen;TG
8575;Bürglen TG;TG
8576;Mauren TG;TG
8577;Schönholzerswilen;TG
8580;Hagenwil b. Amriswil;TG
8581;Schocherswil;TG
8582;Dozwil;TG
8583;Sulgen;TG
8584;Opfershofen TG;TG
8585;Zuben;TG
8586;Buch b. Kümmertshausen;TG
8587;Oberaach;TG
8588;Zihlschlacht;TG
8589;Sitterdorf;TG
8590;Romanshorn;TG
8592;Uttwil;TG
8593;Kesswil;TG
8594;Güttingen;TG
8595;Altnau;TG
8596;Münsterlingen;TG
8597;Landschlacht;TG
8598;Bottighofen;TG
8599;Salmsach;TG
8600;Dübendorf;ZH
8602;Wangen b. Dübendorf;ZH
8603;Schwerzenbach;ZH
8604;Volketswil;ZH
8605;Gutenswil;ZH
8606;Greifensee;ZH
8607;Aathal-Seegräben;ZH
8608;Bubikon;ZH
8610;Uster;ZH
8613;Uster 3;ZH
8614;Bertschikon (Gossau ZH);ZH
8615;Wermatswil;ZH
8616;Riedikon;ZH
8617;Mönchaltorf;ZH
8618;Oetwil am See;ZH
8620;Wetzikon ZH;ZH
8623;Wetzikon ZH;ZH
8624;Grüt (Gossau ZH);ZH
8625;Gossau ZH;ZH
8626;Ottikon (Gossau ZH);ZH
8627;Grüningen;ZH
8630;Rüti ZH;ZH
8632;Tann;ZH
8633;Wolfhausen;ZH
8634;Hombrechtikon;ZH
8635;Dürnten;ZH
8636;Wald ZH;ZH
8637;Laupen ZH;ZH
8638;Goldingen;SG
8640;Rapperswil SG;SG
8645;Jona;SG
8646;Wagen;SG
8700;Küsnacht ZH;ZH
8702;Zollikon;ZH
8703;Erlenbach ZH;ZH
8704;Herrliberg;ZH
8706;Meilen;ZH
8707;Uetikon am See;ZH
8708;Männedorf;ZH
8712;Stäfa;ZH
8713;Uerikon;ZH
8714;Feldbach;ZH
8715;Bollingen;SG
8716;Schmerikon;SG
8717;Benken SG;SG
8718;Schänis;SG
8722;Kaltbrunn;SG
8723;Maseltrangen;SG
8725;Ernetschwil;SG
8726;Ricken SG;SG
8727;Walde SG;SG
8730;Uznach;SG
8732;Neuhaus SG;SG
8733;Eschenbach SG;SG
8734;Ermenswil;SG
8735;Rüeterswil;SG
8737;Gommiswald;SG
8738;Uetliburg SG;SG
8739;Rieden SG;SG
8740;Uznach Vögele Versandhaus;SG
8750;Klöntal;GL
8751;Urnerboden;UR
8752;Näfels;GL
8753;Mollis;GL
8754;Netstal;GL
8755;Ennenda;GL
8756;Mitlödi;GL
8757;Filzbach;GL
8758;Obstalden;GL
8759;Netstal;GL
8762;Schwanden GL;GL
8765;Engi;GL
8766;Matt;GL
8767;Elm;GL
8772;Nidfurn;GL
8773;Haslen GL;GL
8774;Leuggelbach;GL
8775;Hätzingen;GL
8777;Betschwanden;GL
8782;Rüti GL;GL
8783;Linthal;GL
8784;Braunwald;GL
8800;Thalwil;ZH
8802;Kilchberg ZH;ZH
8803;Rüschlikon;ZH
8804;Au ZH;ZH
8805;Richterswil;ZH
8806;Bäch SZ;SZ
8807;Freienbach;SZ
8808;Pfäffikon SZ;SZ
8810;Horgen;ZH
8815;Horgenberg;ZH
8816;Hirzel;ZH
8820;Wädenswil;ZH
8824;Schönenberg ZH;ZH
8825;Hütten;ZH
8832;Wilen b. Wollerau;SZ
8833;Samstagern;ZH
8834;Schindellegi;SZ
8835;Feusisberg;SZ
8836;Bennau;SZ
8840;Einsiedeln;SZ
8841;Gross;SZ
8842;Unteriberg;SZ
8843;Oberiberg;SZ
8844;Euthal;SZ
8845;Studen SZ;SZ
8846;Willerzell;SZ
8847;Egg SZ;SZ
8849;Alpthal;SZ
8852;Altendorf;SZ
8853;Lachen SZ;SZ
8854;Galgenen;SZ
8855;Wangen SZ;SZ
8856;Tuggen;SZ
8857;Vorderthal;SZ
8858;Innerthal;SZ
8862;Schübelbach;SZ
8863;Buttikon SZ;SZ
8864;Reichenburg;SZ
8865;Bilten;GL
8866;Ziegelbrücke;SG
8867;Niederurnen;GL
8868;Oberurnen;GL
8872;Weesen;SG
8873;Amden;SG
8874;Mühlehorn;GL
8877;Murg;SG
8878;Quinten;SG
8879;Pizolpark (Mels);SG
8880;Walenstadt;SG
8881;Walenstadtberg;SG
8882;Unterterzen;SG
8883;Quarten;SG
8884;Oberterzen;SG
8885;Mols;SG
8886;Mädris-Vermol;SG
8887;Mels;SG
8888;Heiligkreuz (Mels);SG
8889;Plons;SG
8890;Flums;SG
8892;Berschis;SG
8893;Flums Hochwiese;SG
8894;Flumserberg Saxli;SG
8895;Flumserberg Portels;SG
8896;Flumserberg Bergheim;SG
8897;Flumserberg Tannenheim;SG
8898;Flumserberg Tannenbodenalp;SG
8901;Urdorf;ZH
8902;Urdorf;ZH
8903;Birmensdorf ZH;ZH
8904;Aesch ZH;ZH
8905;Islisberg;AG
8906;Bonstetten;ZH
8907;Wettswil;ZH
8908;Hedingen;ZH
8909;Zwillikon;ZH
8910;Affoltern am Albis;ZH
8911;Rifferswil;ZH
8912;Obfelden;ZH
8913;Ottenbach;ZH
8914;Aeugst am Albis;ZH
8915;Hausen am Albis;ZH
8916;Jonen;AG
8917;Oberlunkhofen;AG
8918;Unterlunkhofen;AG
8919;Rottenschwil;AG
8925;Ebertswil;ZH
8926;Uerzlikon;ZH
8932;Mettmenstetten;ZH
8933;Maschwanden;ZH
8934;Knonau;ZH
8942;Oberrieden;ZH
8951;Fahrweid;ZH
8952;Schlieren;ZH
8953;Dietikon;ZH
8954;Geroldswil;ZH
8955;Oetwil an der Limmat;ZH
8956;Killwangen;AG
8957;Spreitenbach;AG
8962;Bergdietikon;AG
8964;Rudolfstetten;AG
8965;Berikon;AG
8966;Oberwil-Lieli;AG
8967;Widen;AG
9000;St. Gallen;SG
9001;St. Gallen;SG
9004;St. Gallen;SG
9006;St. Gallen;SG
9007;St. Gallen;SG
9008;St. Gallen;SG
9010;St. Gallen;SG
9011;St. Gallen;SG
9012;St. Gallen;SG
9013;St. Gallen;SG
9014;St. Gallen;SG
9015;St. Gallen;SG
9016;St. Gallen;SG
9020;St. Gallen;SG
9021;St. Gallen MS;SG
9023;St. Gallen;SG
9024;St. Gallen;SG
9026;St. Gallen K AG;SG
9027;St. Gallen;SG
9028;St. Gallen;SG
9029;St. Gallen;SG
9030;St. Josefen;SG
9032;Engelburg;SG
9033;Untereggen;SG
9034;Eggersriet;SG
9035;Grub AR;AR
9036;Grub SG;SG
9037;Speicherschwendi;AR
9038;Rehetobel;AR
9042;Speicher;AR
9043;Trogen;AR
9044;Wald AR;AR
9050;Appenzell;AI
9052;Niederteufen;AR
